GP,Date,Venue,Opponent,GF,GA,Result,OT Result,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO
63,2024-03-09,Home,St. Louis Blues,4,0,W,,39,4,3,6,0,60,40,60.0,45,30,60.0,19,19,50.0,50.9,104.0
64,2024-03-11,Home,New Jersey Devils,3,1,W,,26,21,0,4,0,42,39,51.9,31,30,50.8,17,10,63.0,42.0,109.5
65,2024-03-12,Away,Carolina Hurricanes,1,0,W,,24,2,0,2,0,51,62,45.1,38,41,48.1,23,24,48.9,47.2,104.8
66,2024-03-14,Away,Tampa Bay Lightning,3,6,L,,28,6,0,2,0,51,51,50.0,37,32,53.6,23,27,46.0,46.1,92.3
67,2024-03-16,Away,Pittsburgh Penguins,7,4,W,,28,6,2,3,0,42,61,40.8,34,45,43.0,17,25,40.5,33.3,112.4
68,2024-03-17,Home,New York Islanders,5,2,W,,31,6,0,1,0,69,49,58.5,47,38,55.3,25,18,58.1,59.5,112.5
69,2024-03-19,Home,Winnipeg Jets,2,4,L,,41,6,1,2,0,65,41,61.3,49,29,62.8,24,25,49.0,70.2,89.6
70,2024-03-21,Away,Boston Bruins,5,2,W,,31,6,0,1,0,57,31,64.8,37,24,60.7,23,19,54.8,52.0,110.6
71,2024-03-23,Home,Florida Panthers,4,3,W,SO,37,4,1,3,0,54,45,54.5,37,34,52.1,20,26,43.5,61.6,95.6
72,2024-03-26,Home,Philadelphia Flyers,6,5,W,OT,27,6,1,1,1,48,71,40.3,34,55,38.2,31,28,52.5,40.0,107.9
73,2024-03-28,Away,Colorado Avalanche,3,2,W,SO,25,4,1,3,0,50,72,41.0,35,53,39.8,24,30,44.4,39.0,99.4
74,2024-03-30,Away,Arizona Coyotes,8,5,W,,32,6,0,0,1,48,48,50.0,38,35,52.1,26,31,45.6,48.4,107.3
75,2024-04-01,Home,Pittsburgh Penguins,2,5,L,,30,10,0,3,0,53,42,55.8,37,32,53.6,26,20,56.5,82.0,80.6
76,2024-04-03,Home,New Jersey Devils,4,3,W,,41,78,1,3,0,59,36,62.1,46,24,65.7,22,26,45.8,58.6,91.7
77,2024-04-05,Away,Detroit Red Wings,4,3,W,,38,8,1,3,0,53,44,54.6,40,32,55.6,23,29,44.2,45.7,103.0
78,2024-04-07,Home,Montreal Canadiens,5,2,W,,46,2,2,3,0,70,48,59.3,55,40,57.9,28,19,59.6,63.6,100.5
79,2024-04-09,Away,New York Islanders,2,4,L,,33,14,2,3,0,80,42,65.6,47,36,56.6,29,28,50.9,60.0,84.0
80,2024-04-11,Home,Philadelphia Flyers,1,4,L,,25,12,1,4,0,45,35,56.3,29,29,50.0,20,18,52.6,66.7,81.0
81,2024-04-13,Home,New York Islanders,3,2,W,SO,43,10,0,1,1,75,59,56.0,55,48,53.4,26,19,57.8,59.4,96.8
82,2024-04-15,Home,Ottawa Senators,4,0,W,,34,4,0,3,1,46,52,46.9,35,34,50.7,18,19,48.6,50.0,112.0
1,2023-10-11,Home,Ottawa Senators,5,3,W,,42,10,1,6,1,62,36,63.3,50,31,61.7,27,21,56.3,53.3,98.0
2,2023-10-14,Away,Los Angeles Kings,6,5,W,SO,19,16,0,4,2,33,42,44.0,23,33,41.1,25,21,54.3,42.3,110.6
3,2023-10-15,Away,Anaheim Ducks,3,6,L,,35,20,2,6,0,68,42,61.8,44,36,55.0,24,21,53.3,64.5,79.0
4,2023-10-17,Away,San Jose Sharks,6,3,W,,42,22,3,7,1,52,19,73.2,30,13,69.8,19,18,51.4,72.4,98.7
5,2023-10-19,Away,Seattle Kraken,4,7,L,,36,13,1,2,0,66,50,56.9,45,34,57.0,25,33,43.1,44.7,96.5
6,2023-10-21,Away,Colorado Avalanche,4,6,L,,27,10,1,5,0,46,38,54.8,31,31,50.0,24,23,51.1,64.0,103.9
7,2023-10-24,Away,Tampa Bay Lightning,0,3,L,,32,37,0,4,0,53,30,63.9,36,25,59.0,21,16,56.8,57.7,88.2
8,2023-10-26,Home,Seattle Kraken,3,2,W,OT,45,2,0,1,0,81,42,65.9,62,30,67.4,39,31,55.7,75.5,99.0
9,2023-10-27,Home,San Jose Sharks,3,0,W,,40,6,1,4,0,67,35,65.7,47,25,65.3,24,34,41.4,56.0,107.4
10,2023-10-30,Away,Philadelphia Flyers,3,2,W,,32,10,1,1,0,47,40,54.0,35,36,49.3,33,13,71.7,52.2,97.9
11,2023-11-02,Away,New York Rangers,1,2,L,,27,10,1,2,0,60,36,62.5,38,28,57.6,28,22,56.0,59.4,95.0
12,2023-11-04,Away,New York Islanders,4,3,W,OT,46,4,1,3,0,89,35,71.8,64,29,68.8,32,25,56.1,59.8,98.8
13,2023-11-07,Home,Buffalo Sabres,3,2,W,OT,27,8,1,4,0,46,36,56.1,34,29,54.0,20,13,60.6,52.6,104.6
14,2023-11-10,Away,Florida Panthers,2,5,L,,30,4,0,3,0,64,54,54.2,43,39,52.4,35,24,59.3,41.9,90.5
15,2023-11-11,Away,Tampa Bay Lightning,4,0,W,,32,11,1,3,0,52,40,56.5,40,26,60.6,22,26,45.8,35.5,110.7
16,2023-11-15,Home,Philadelphia Flyers,1,3,L,,32,2,0,3,0,69,34,67.0,41,26,61.2,28,34,45.2,59.6,89.7
17,2023-11-18,Home,Pittsburgh Penguins,4,2,W,,34,4,1,3,0,58,49,54.2,47,37,56.0,21,25,45.7,51.6,102.7
18,2023-11-22,Home,Edmonton Oilers,6,3,W,,27,8,0,5,1,49,49,50.0,32,33,49.2,18,24,42.9,58.4,116.8
19,2023-11-24,Home,Tampa Bay Lightning,2,8,L,,24,22,1,6,0,54,24,69.2,34,18,65.4,24,15,61.5,76.2,65.6
20,2023-11-26,Home,Columbus Blue Jackets,3,2,W,,43,0,0,2,0,69,39,63.9,50,28,64.1,29,25,53.7,70.3,98.8
21,2023-11-28,Away,Philadelphia Flyers,4,1,W,,36,4,0,2,0,64,51,55.7,43,37,53.8,24,25,49.0,50.0,108.8
22,2023-11-30,Home,New York Islanders,4,5,L,OT,43,8,0,3,0,86,33,72.3,57,24,70.4,24,30,44.4,64.2,85.5
23,2023-12-02,Home,Buffalo Sabres,6,2,W,,37,19,2,2,1,71,27,72.4,54,22,71.1,25,20,55.6,57.1,97.3
24,2023-12-04,Away,Winnipeg Jets,1,2,L,,43,2,0,3,0,75,41,64.7,59,31,65.6,23,22,51.1,76.5,93.3
25,2023-12-06,Away,Edmonton Oilers,1,6,L,,39,2,0,2,0,62,47,56.9,44,41,51.8,26,33,44.1,65.1,83.8
26,2023-12-07,Away,Calgary Flames,2,3,L,,30,6,0,1,0,54,48,52.9,35,38,47.9,34,25,57.6,50.0,98.7
27,2023-12-09,Away,Vancouver Canucks,3,4,L,,24,6,1,5,0,45,26,63.4,29,23,55.8,20,22,47.6,60.0,92.1
28,2023-12-12,Away,Ottawa Senators,4,1,W,,28,12,2,2,0,52,47,52.5,38,36,51.4,27,21,56.3,50.8,104.6
29,2023-12-14,Away,Detroit Red Wings,2,1,W,,39,6,0,4,0,64,39,62.1,48,27,64.0,32,12,72.7,58.4,101.0
30,2023-12-15,Home,Nashville Predators,5,6,L,OT,31,6,2,3,0,59,47,55.7,39,36,52.0,33,25,56.9,66.5,90.7
31,2023-12-17,Home,Washington Capitals,1,2,L,SO,29,4,0,5,0,54,32,62.8,42,25,62.7,20,28,41.7,48.7,98.3
32,2023-12-19,Home,Vegas Golden Knights,6,3,W,,39,8,3,3,0,63,42,60.0,49,33,59.8,26,34,43.3,44.2,99.2
33,2023-12-21,Away,Pittsburgh Penguins,1,2,L,SO,24,10,0,2,0,54,40,57.4,29,23,55.8,26,25,51.0,60.0,99.7
34,2023-12-23,Home,New York Islanders,4,5,L,,40,8,2,4,0,77,41,65.3,54,33,62.1,30,27,52.6,62.1,87.0
35,2023-12-27,Away,Nashville Predators,5,2,W,,25,8,3,6,0,42,40,51.2,26,32,44.8,28,20,58.3,44.1,108.8
36,2023-12-28,Home,Montreal Canadiens,5,3,W,,31,8,1,3,0,60,46,56.6,33,37,47.1,23,32,41.8,65.6,105.5
37,2023-12-30,Away,Toronto Maple Leafs,3,2,W,,28,8,2,4,0,42,43,49.4,32,32,50.0,17,31,35.4,42.9,97.0
38,2024-01-02,Away,New York Rangers,6,1,W,,27,6,2,4,0,38,42,47.5,28,34,45.2,23,23,50.0,29.6,117.1
39,2024-01-05,Away,Washington Capitals,6,2,W,,34,6,2,3,1,69,34,67.0,49,24,67.1,31,23,57.4,65.9,103.3
40,2024-01-06,Home,St. Louis Blues,1,2,L,SO,30,2,1,1,0,73,42,63.5,49,29,62.8,28,21,57.1,57.6,95.5
41,2024-01-11,Home,Anaheim Ducks,6,3,W,,34,17,1,3,0,46,29,61.3,34,23,59.6,22,24,47.8,61.5,105.7
42,2024-01-13,Home,Pittsburgh Penguins,3,2,W,OT,35,10,0,3,0,53,58,47.7,45,44,50.6,21,26,44.7,53.1,104.3
43,2024-01-15,Home,Los Angeles Kings,2,5,L,,32,8,0,5,0,47,40,54.0,31,31,50.0,18,20,47.4,51.7,90.5
44,2024-01-19,Home,Detroit Red Wings,4,2,W,,30,2,1,1,0,62,30,67.4,43,21,67.2,33,26,55.9,66.7,101.3
45,2024-01-21,Home,Minnesota Wild,2,5,L,,42,4,0,4,0,68,32,68.0,48,24,66.7,31,21,59.6,62.4,75.4
46,2024-01-24,Away,Boston Bruins,3,2,W,,33,8,2,3,0,55,34,61.8,45,28,61.6,21,17,55.3,61.1,94.9
47,2024-01-25,Home,New Jersey Devils,3,2,W,,23,6,1,4,0,38,44,46.3,31,33,48.4,23,19,54.8,41.6,102.2
48,2024-01-27,Home,Arizona Coyotes,3,1,W,,39,4,1,2,0,83,29,74.1,57,16,78.1,33,14,70.2,69.5,95.9
49,2024-02-06,Home,Vancouver Canucks,2,3,L,,24,6,1,2,1,59,36,62.1,40,28,58.8,23,24,48.9,63.3,94.1
50,2024-02-08,Home,Colorado Avalanche,5,2,W,,27,34,1,5,0,45,44,50.6,29,35,45.3,24,19,55.8,27.6,120.2
51,2024-02-10,Home,New Jersey Devils,1,0,W,OT,32,10,0,2,0,60,44,57.7,37,35,51.4,24,17,58.5,51.9,103.8
52,2024-02-13,Away,Dallas Stars,2,4,L,,34,2,0,1,0,91,40,69.5,61,30,67.0,27,26,50.9,65.6,88.7
53,2024-02-16,Away,Arizona Coyotes,5,1,W,,30,8,1,2,0,54,44,55.1,40,35,53.3,35,15,70.0,46.5,112.4
54,2024-02-17,Away,Vegas Golden Knights,3,1,W,,28,4,0,0,1,63,53,54.3,40,40,50.0,25,29,46.3,51.3,103.8
55,2024-02-19,Home,Chicago Blackhawks,6,3,W,,42,8,1,4,0,63,27,70.0,48,17,73.8,19,24,44.2,68.2,106.1
56,2024-02-22,Home,Florida Panthers,1,0,W,,29,6,0,1,0,54,49,52.4,37,41,47.4,14,23,37.8,56.7,103.7
57,2024-02-24,Home,Dallas Stars,1,2,L,,21,8,0,2,0,62,30,67.4,38,19,66.7,17,25,40.5,72.4,91.3
58,2024-02-25,Away,Buffalo Sabres,2,3,L,SO,32,4,1,2,0,67,72,48.2,47,47,50.0,30,19,61.2,36.9,99.9
59,2024-02-27,Away,Minnesota Wild,3,2,W,,28,8,0,2,0,50,42,54.3,27,34,44.3,30,18,62.5,50.5,106.7
60,2024-02-29,Away,Columbus Blue Jackets,4,2,W,,33,6,0,1,0,69,42,62.2,45,31,59.2,30,21,58.8,57.7,107.6
61,2024-03-02,Home,Winnipeg Jets,3,5,L,,35,10,1,4,0,54,37,59.3,44,29,60.3,32,15,68.1,40.6,89.0
62,2024-03-07,Home,Montreal Canadiens,4,1,W,,39,12,0,4,0,75,34,68.8,55,29,65.5,28,17,62.2,68.3,107.0
63,2024-03-09,Away,New Jersey Devils,4,2,W,,26,12,1,3,0,50,45,52.6,41,35,53.9,27,20,57.4,51.6,103.5
64,2024-03-10,Home,Calgary Flames,7,2,W,,40,11,0,1,0,75,36,67.6,54,26,67.5,34,31,52.3,60.0,106.3
65,2024-03-12,Home,New York Rangers,0,1,L,,28,4,0,1,0,63,50,55.8,41,38,51.9,24,23,51.1,52.8,95.2
66,2024-03-14,Home,Florida Panthers,4,0,W,,35,14,0,5,0,56,27,67.5,43,19,69.4,21,17,55.3,52.0,115.4
67,2024-03-16,Away,Toronto Maple Leafs,5,4,W,SO,40,8,2,5,0,61,43,58.7,49,35,58.3,18,27,40.0,56.5,90.9
68,2024-03-17,Away,Ottawa Senators,7,2,W,,38,4,1,3,0,61,49,55.5,48,39,55.2,20,20,50.0,50.0,111.0
69,2024-03-19,Away,New York Islanders,4,1,W,,34,7,1,1,0,58,51,53.2,40,38,51.3,23,16,59.0,56.5,106.7
70,2024-03-21,Home,Philadelphia Flyers,3,2,W,OT,33,6,0,2,0,66,56,54.1,39,42,48.1,23,27,46.0,37.5,102.9
71,2024-03-22,Away,Washington Capitals,6,7,L,SO,31,12,1,2,0,60,49,55.0,45,31,59.2,27,38,41.5,36.4,102.9
72,2024-03-24,Home,Toronto Maple Leafs,2,1,W,,43,8,1,3,0,58,51,53.2,44,41,51.8,26,18,59.1,61.3,99.2
73,2024-03-26,Away,Pittsburgh Penguins,1,4,L,,39,9,0,2,0,82,38,68.3,61,30,67.0,30,34,46.9,65.1,81.7
74,2024-03-28,Home,Detroit Red Wings,4,0,W,,33,4,1,2,0,56,44,56.0,47,31,60.3,23,20,53.5,60.0,110.7
75,2024-03-30,Away,Montreal Canadiens,3,0,W,,30,6,1,2,1,59,43,57.8,40,33,54.8,27,23,54.0,50.0,104.0
76,2024-04-04,Home,Boston Bruins,1,4,L,,29,13,1,3,0,67,43,60.9,48,32,60.0,22,19,53.7,51.7,84.0
77,2024-04-05,Home,Washington Capitals,4,2,W,,45,6,2,4,0,74,26,74.0,56,21,72.7,32,20,61.5,72.1,92.4
78,2024-04-07,Home,Columbus Blue Jackets,3,0,W,,35,2,1,4,0,57,44,56.4,42,36,53.8,30,19,61.2,44.4,107.1
79,2024-04-09,Away,Boston Bruins,4,1,W,,26,8,0,2,1,45,30,60.0,36,23,61.0,20,22,47.6,53.5,109.3
80,2024-04-12,Away,St. Louis Blues,5,2,W,,42,6,0,3,0,70,48,59.3,51,34,60.0,25,25,50.0,45.4,109.5
81,2024-04-14,Away,Chicago Blackhawks,4,2,W,,34,6,2,3,0,65,25,72.2,48,19,71.6,17,26,39.5,75.0,92.4
82,2024-04-16,Away,Columbus Blue Jackets,3,6,L,,41,4,1,5,0,49,36,57.6,39,27,59.1,18,20,47.4,57.1,79.8
1,2023-10-14,Home,Buffalo Sabres,3,2,W,,29,4,0,3,0,50,48,51.0,35,35,50.0,37,20,64.9,49.0,104.1
2,2023-10-17,Home,Arizona Coyotes,1,0,W,,34,8,1,3,0,55,37,59.8,43,27,61.4,25,15,62.5,67.4,100.0
3,2023-10-20,Home,New Jersey Devils,4,5,L,OT,32,12,0,2,0,43,61,41.3,36,38,48.6,28,22,56.0,52.5,110.0
4,2023-10-21,Away,Buffalo Sabres,1,3,L,,25,11,0,3,0,38,66,36.5,28,46,37.8,10,28,26.3,59.5,95.9
5,2023-10-24,Home,Colorado Avalanche,4,7,L,,32,10,1,5,0,43,58,42.6,35,42,45.5,31,18,63.3,48.8,93.1
6,2023-10-26,Home,Ottawa Senators,3,2,W,,38,21,1,4,0,54,54,50.0,35,40,46.7,23,24,48.9,44.6,103.3
7,2023-10-28,Away,Columbus Blue Jackets,2,0,W,,34,6,0,3,0,58,55,51.3,47,41,53.4,17,10,63.0,55.0,107.4
8,2023-10-30,Home,Detroit Red Wings,3,4,L,OT,40,14,1,2,1,62,63,49.6,51,47,52.0,28,28,50.0,59.1,90.5
9,2023-11-02,Away,Washington Capitals,3,0,W,,21,6,0,2,0,38,69,35.5,32,51,38.6,21,20,51.2,34.8,115.0
10,2023-11-04,Home,Carolina Hurricanes,3,4,L,OT,25,8,0,1,1,35,88,28.5,29,64,31.2,25,32,43.9,40.2,101.2
11,2023-11-07,Home,Minnesota Wild,2,4,L,,29,12,1,5,0,50,43,53.8,33,33,50.0,22,20,52.4,36.7,93.2
12,2023-11-09,Away,Boston Bruins,2,5,L,,29,6,1,1,1,55,48,53.4,36,34,51.4,28,18,60.9,48.4,88.5
13,2023-11-11,Home,Washington Capitals,1,4,L,,37,2,0,1,0,95,43,68.8,64,32,66.7,23,23,50.0,72.2,86.0
14,2023-11-13,Away,Edmonton Oilers,1,4,L,,33,6,0,3,0,51,57,47.2,41,37,52.6,31,37,45.6,32.2,99.7
15,2023-11-15,Away,Vancouver Canucks,3,4,L,OT,33,12,2,2,0,51,61,45.5,36,49,42.4,23,35,39.7,54.8,100.9
16,2023-11-16,Away,Seattle Kraken,3,4,L,SO,23,10,2,5,0,49,50,49.5,31,40,43.7,16,23,41.0,50.8,105.9
17,2023-11-18,Away,Calgary Flames,5,4,W,SO,33,6,1,3,0,59,72,45.0,42,51,45.2,25,21,54.3,53.4,98.9
18,2023-11-22,Home,Philadelphia Flyers,3,2,W,,25,4,0,2,0,45,77,36.9,32,51,38.6,31,23,57.4,40.0,108.4
19,2023-11-24,Away,Ottawa Senators,5,3,W,,26,6,1,1,0,47,70,40.2,29,41,41.4,32,21,60.4,21.6,109.4
20,2023-11-25,Home,Philadelphia Flyers,0,1,L,SO,25,2,0,3,0,59,70,45.7,36,48,42.9,31,26,54.4,37.7,100.0
21,2023-11-28,Away,New Jersey Devils,4,5,L,,26,13,1,4,0,33,60,35.5,28,42,40.0,16,25,39.0,45.8,98.3
22,2023-11-30,Away,Carolina Hurricanes,5,4,W,OT,16,6,1,4,1,35,85,29.2,24,57,29.6,30,24,55.6,35.8,114.5
23,2023-12-02,Away,Florida Panthers,4,3,W,,27,4,1,2,0,47,84,35.9,31,60,34.1,22,35,38.6,32.5,105.4
24,2023-12-05,Home,San Jose Sharks,4,5,L,OT,39,4,2,3,1,72,58,55.4,52,39,57.1,33,27,55.0,42.7,85.8
25,2023-12-07,Home,Columbus Blue Jackets,7,3,W,,36,2,1,2,0,53,66,44.5,38,45,45.8,28,31,47.5,50.0,108.5
26,2023-12-09,Home,Los Angeles Kings,3,2,W,OT,30,15,0,4,0,45,51,46.9,35,33,51.5,21,25,45.7,45.1,108.7
27,2023-12-11,Home,Toronto Maple Leafs,4,3,W,OT,29,2,0,1,0,61,67,47.7,48,52,48.0,25,29,46.3,42.9,108.7
28,2023-12-13,Home,Anaheim Ducks,4,3,W,,35,4,1,4,1,55,39,58.5,42,28,60.0,29,27,51.8,52.8,96.0
29,2023-12-15,Home,Boston Bruins,4,5,L,SO,37,6,2,4,0,50,54,48.1,42,39,51.9,36,28,56.3,56.9,103.6
30,2023-12-16,Away,Montreal Canadiens,3,5,L,,33,4,0,1,1,55,59,48.2,37,45,45.1,15,31,32.6,40.0,92.0
31,2023-12-19,Home,Edmonton Oilers,3,1,W,,21,8,2,4,1,27,61,30.7,20,45,30.8,11,16,40.7,17.6,95.8
32,2023-12-20,Away,Washington Capitals,2,3,L,OT,32,6,0,3,0,51,48,51.5,36,37,49.3,16,19,45.7,71.4,98.9
33,2023-12-23,Away,Carolina Hurricanes,5,4,W,,28,10,0,3,0,41,75,35.3,33,54,37.9,27,30,47.4,37.9,113.0
34,2023-12-27,Home,Pittsburgh Penguins,0,7,L,,22,6,0,2,0,44,49,47.3,32,37,46.4,23,27,46.0,67.7,70.8
35,2023-12-29,Home,Washington Capitals,5,1,W,,32,4,0,3,0,61,44,58.1,46,36,56.1,25,17,59.5,31.9,113.2
36,2023-12-31,Away,Pittsburgh Penguins,1,3,L,,38,25,0,2,0,61,70,46.6,45,47,48.9,23,30,43.4,63.6,93.3
37,2024-01-02,Away,Colorado Avalanche,4,5,L,OT,22,10,1,3,0,36,68,34.6,24,46,34.3,21,21,50.0,28.2,106.4
38,2024-01-04,Away,Arizona Coyotes,5,1,W,,31,4,1,2,0,44,50,46.8,34,35,49.3,27,16,62.8,22.2,116.0
39,2024-01-06,Away,Vegas Golden Knights,2,5,L,,29,2,0,2,0,53,57,48.2,34,40,45.9,27,23,54.0,53.8,93.7
40,2024-01-09,Home,Vancouver Canucks,2,5,L,,20,8,1,2,0,32,48,40.0,24,36,40.0,23,16,59.0,42.1,84.4
41,2024-01-11,Home,Toronto Maple Leafs,4,3,W,OT,30,2,2,3,0,54,60,47.4,34,41,45.3,21,23,47.7,36.0,100.3
42,2024-01-13,Away,Nashville Predators,1,3,L,,25,6,0,2,0,48,59,44.9,28,38,42.4,22,19,53.7,43.3,96.4
43,2024-01-15,Away,Minnesota Wild,0,5,L,,21,12,0,5,0,35,45,43.8,26,37,41.3,22,22,50.0,29.7,93.1
44,2024-01-16,Away,Winnipeg Jets,2,4,L,,37,10,0,2,0,54,50,51.9,43,43,50.0,21,25,45.7,59.4,96.3
45,2024-01-19,Away,Chicago Blackhawks,3,4,L,OT,30,6,0,2,0,70,48,59.3,45,33,57.7,29,27,51.8,44.0,93.0
46,2024-01-21,Home,Dallas Stars,3,2,W,OT,28,6,0,0,0,45,67,40.2,35,49,41.7,21,31,40.4,44.4,106.1
47,2024-01-23,Home,Vegas Golden Knights,2,3,L,,42,6,0,3,1,68,33,67.3,52,27,65.8,22,20,52.4,76.3,93.0
48,2024-01-25,Away,Montreal Canadiens,3,4,L,,46,10,3,8,0,58,25,69.9,46,19,70.8,16,12,57.1,59.5,86.7
49,2024-01-27,Home,Florida Panthers,2,3,L,OT,23,8,0,1,0,46,52,46.9,38,35,52.1,27,29,48.2,48.2,104.8
50,2024-02-05,Away,Toronto Maple Leafs,3,2,W,,29,11,0,2,0,58,67,46.4,41,49,45.6,23,19,54.8,48.6,109.9
51,2024-02-08,Home,Tampa Bay Lightning,6,2,W,,24,4,1,4,0,32,45,41.6,21,26,44.7,14,21,40.0,57.1,125.6
52,2024-02-10,Home,Calgary Flames,2,5,L,,36,6,0,1,0,67,51,56.8,48,37,56.5,27,28,49.1,59.5,87.0
53,2024-02-13,Home,Seattle Kraken,1,2,L,SO,27,4,1,3,0,47,66,41.6,32,41,43.8,30,14,68.2,48.9,96.7
54,2024-02-18,Home,New York Rangers,5,6,L,OT,41,17,2,2,0,61,47,56.5,49,34,59.0,37,20,64.9,55.7,95.8
55,2024-02-20,Away,Pittsburgh Penguins,5,4,W,OT,33,6,0,2,0,44,55,44.4,30,46,39.5,24,29,45.3,54.5,108.1
56,2024-02-22,Away,St. Louis Blues,0,4,L,,38,12,0,5,0,29,31,48.3,25,24,51.0,24,12,66.7,59.1,83.3
57,2024-02-24,Home,Tampa Bay Lightning,2,4,L,,34,6,1,5,0,42,48,46.7,32,32,50.0,20,22,47.6,52.0,86.4
58,2024-02-26,Away,Dallas Stars,3,2,W,OT,28,2,0,3,0,53,64,45.3,37,39,48.7,24,27,47.1,50.0,107.8
59,2024-02-29,Away,Detroit Red Wings,5,3,W,,27,4,1,3,0,41,55,42.7,31,37,45.6,26,20,56.5,46.4,104.8
60,2024-03-02,Home,Boston Bruins,5,1,W,,26,6,1,3,0,39,38,50.6,29,28,50.9,27,17,61.4,46.7,112.4
61,2024-03-05,Home,St. Louis Blues,4,2,W,,33,2,0,0,0,68,37,64.8,49,24,67.1,26,13,66.7,68.0,102.1
62,2024-03-07,Away,San Jose Sharks,7,2,W,,33,4,1,2,0,56,51,52.3,37,37,50.0,34,27,55.7,61.7,117.1
63,2024-03-10,Away,Anaheim Ducks,6,1,W,,19,6,1,5,0,36,39,48.0,26,28,48.1,19,18,51.4,42.3,126.0
64,2024-03-11,Away,Los Angeles Kings,0,3,L,,26,6,0,5,0,40,45,47.1,27,33,45.0,24,17,58.5,54.6,85.7
65,2024-03-14,Away,Buffalo Sabres,0,4,L,,21,13,0,4,0,33,45,42.3,24,36,40.0,15,19,44.1,41.2,89.7
66,2024-03-16,Home,Ottawa Senators,3,4,L,OT,33,6,1,3,0,56,48,53.8,34,35,49.3,25,25,50.0,63.0,98.4
67,2024-03-17,Away,New York Rangers,2,5,L,,27,2,0,3,1,51,68,42.9,38,47,44.7,18,25,41.9,40.5,87.5
68,2024-03-19,Home,Carolina Hurricanes,1,4,L,,31,7,0,1,0,51,55,48.1,38,40,48.7,16,23,41.0,43.5,93.3
69,2024-03-21,Away,Detroit Red Wings,3,6,L,,36,4,1,4,0,50,35,58.8,37,28,56.9,31,22,58.5,63.6,80.4
70,2024-03-23,Home,Winnipeg Jets,6,3,W,,39,7,0,1,0,66,68,49.3,50,56,47.2,33,22,60.0,53.1,105.7
71,2024-03-24,Home,New Jersey Devils,0,4,L,,36,28,0,5,0,51,49,51.0,37,29,56.1,15,23,39.5,67.0,87.0
72,2024-03-28,Away,Florida Panthers,3,2,W,,24,2,0,6,0,29,56,34.1,26,34,43.3,20,19,51.3,34.6,107.5
73,2024-03-30,Away,Tampa Bay Lightning,1,4,L,,28,4,0,1,0,62,67,48.1,44,50,46.8,26,35,42.6,45.8,95.2
74,2024-04-01,Away,Philadelphia Flyers,4,3,W,OT,27,4,0,2,0,56,64,46.7,36,41,46.8,24,21,53.3,44.4,106.0
75,2024-04-02,Home,Chicago Blackhawks,2,1,W,,29,7,1,2,0,55,37,59.8,40,25,61.5,25,17,59.5,53.1,98.1
76,2024-04-04,Away,Columbus Blue Jackets,4,2,W,,41,2,1,3,0,73,43,62.9,54,29,65.1,31,19,62.0,51.4,104.9
77,2024-04-06,Home,Nashville Predators,2,0,W,,30,6,0,1,0,44,81,35.2,36,53,40.4,20,17,54.1,46.2,107.1
78,2024-04-09,Home,New York Rangers,4,2,W,,28,6,0,2,0,42,79,34.7,36,47,43.4,28,29,49.1,40.0,116.0
79,2024-04-11,Home,Montreal Canadiens,3,2,W,OT,31,5,0,4,0,66,29,69.5,47,19,71.2,22,19,53.7,58.6,95.0
80,2024-04-13,Away,New York Rangers,2,3,L,SO,36,2,0,5,0,61,74,45.2,48,55,46.6,19,26,42.2,40.6,103.2
81,2024-04-15,Away,New Jersey Devils,4,1,W,,19,6,1,1,0,37,46,44.6,28,27,50.9,20,25,44.4,48.1,112.9
82,2024-04-17,Home,Pittsburgh Penguins,5,4,W,,32,4,2,3,0,51,76,40.2,39,54,41.9,23,37,38.3,44.2,107.5
1,2023-10-13,Home,Pittsburgh Penguins,0,4,L,,19,13,0,3,0,43,59,42.2,26,44,37.1,27,32,45.8,47.3,93.3
2,2023-10-16,Home,Calgary Flames,3,2,W,SO,23,10,0,3,0,41,57,41.8,27,40,40.3,16,30,34.8,48.4,107.4
3,2023-10-18,Away,Ottawa Senators,1,6,L,,24,19,0,2,0,40,46,46.5,27,31,46.6,19,20,48.7,50.0,82.5
4,2023-10-21,Away,Montreal Canadiens,2,3,L,OT,33,12,0,5,0,48,49,49.5,34,32,51.5,14,18,43.8,58.8,98.5
5,2023-10-24,Home,Toronto Maple Leafs,1,4,L,,38,6,1,3,0,45,29,60.8,35,17,67.3,14,20,41.2,66.7,83.3
6,2023-10-25,Away,New Jersey Devils,6,4,W,,25,2,1,3,0,43,50,46.2,30,33,47.6,21,22,48.8,53.8,106.8
7,2023-10-27,Home,Minnesota Wild,3,2,W,SO,33,12,1,3,1,46,44,51.1,31,34,47.7,21,18,53.8,70.8,92.3
8,2023-10-29,Home,San Jose Sharks,3,1,W,,42,0,0,3,0,63,56,52.9,44,37,54.3,28,26,51.9,65.0,104.8
9,2023-11-02,Home,New York Islanders,0,3,L,,32,4,0,3,0,70,37,65.4,51,32,61.4,20,21,48.8,65.2,85.0
10,2023-11-04,Home,Columbus Blue Jackets,2,1,W,,27,10,0,3,0,47,57,45.2,33,36,47.8,22,22,50.0,35.3,104.3
11,2023-11-08,Home,Florida Panthers,3,4,L,OT,28,2,0,2,1,46,42,52.3,32,31,50.8,17,30,36.2,48.1,91.3
